key,truth,prediction
162,"{'heading': '095', 'target': 'blue drone', 'tool': 'drone catcher'}","{'heading': '095', 'tool': 'drone catcher', 'target': 'blue drone'}"
163,"{'heading': '075', 'target': 'brown and green missile', 'tool': 'electromagnetic pulse'}","{'heading': '075', 'tool': 'electromagnetic pulse', 'target': 'brown and green missile'}"
164,"{'heading': '045', 'target': 'white fighter jet', 'tool': 'EMP'}","{'heading': '045', 'tool': 'emp', 'target': 'white fighter jet'}"
165,"{'heading': '040', 'target': 'silver and black camouflage drone', 'tool': 'electromagnetic pulse'}","{'heading': '040', 'tool': 'electromagnetic pulse', 'target': 'silver and black camouflage drone'}"
166,"{'heading': '335', 'target': 'yellow fighter plane', 'tool': 'machine gun'}","{'heading': '335', 'tool': 'machine gun', 'target': 'yellow fighter plane'}"
167,"{'heading': '150', 'target': 'purple drone', 'tool': 'anti-air artillery'}","{'heading': '150', 'tool': 'anti - air artillery', 'target': 'purple drone'}"
168,"{'heading': '220', 'target': 'white and grey cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '220', 'tool': 'surface - to - air missiles', 'target': 'white and grey cargo aircraft'}"
169,"{'heading': '265', 'target': 'brown drone', 'tool': 'EMP'}","{'heading': '265', 'tool': 'emp', 'target': 'brown drone'}"
170,"{'heading': '220', 'target': 'white, grey, and purple helicopter', 'tool': 'machine gun'}","{'heading': '220', 'tool': 'machine gun', 'target': 'white, grey, and purple helicopter'}"
171,"{'heading': '210', 'target': 'black missile', 'tool': 'surface-to-air missiles'}","{'heading': '210', 'tool': 'surface - to - air missiles', 'target': 'black missile'}"
172,"{'heading': '290', 'target': 'orange, brown, and silver drone', 'tool': 'anti-air artillery'}","{'heading': '290', 'tool': 'anti - air artillery', 'target': 'orange, brown, and silver drone'}"
173,"{'heading': '195', 'target': 'black helicopter', 'tool': 'anti-air artillery'}","{'heading': '195', 'tool': 'anti - air artillery', 'target': 'black helicopter'}"
174,"{'heading': '230', 'target': 'blue, silver, and brown helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '230', 'tool': 'surface - to - air missiles', 'target': 'blue, silver, and brown helicopter'}"
175,"{'heading': '045', 'target': 'orange light aircraft', 'tool': 'anti-air artillery'}","{'heading': '045', 'tool': 'anti - air artillery', 'target': 'orange light aircraft'}"
176,"{'heading': '040', 'target': 'blue and red cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '040', 'tool': 'surface - to - air missiles', 'target': 'blue and red cargo aircraft'}"
177,"{'heading': '190', 'target': 'red and white camouflage helicopter', 'tool': 'EMP'}","{'heading': '190', 'tool': 'emp', 'target': 'red and white camouflage helicopter'}"
178,"{'heading': '160', 'target': 'green, white, and red helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '160', 'tool': 'surface - to - air missiles', 'target': 'green, white, and red helicopter'}"
179,"{'heading': '145', 'target': 'grey and orange fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '145', 'tool': 'electromagnetic pulse', 'target': 'grey and orange fighter jet'}"
180,"{'heading': '115', 'target': 'white, orange, and grey fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '115', 'tool': 'surface - to - air missiles', 'target': 'white, orange, and grey fighter jet'}"
181,"{'heading': '020', 'target': 'brown commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '020', 'tool': 'anti - air artillery', 'target': 'brown commercial aircraft'}"
182,"{'heading': '160', 'target': 'brown, blue, and red light aircraft', 'tool': 'EMP'}","{'heading': '160', 'tool': 'emp', 'target': 'brown, blue, and red light aircraft'}"
183,"{'heading': '215', 'target': 'green missile', 'tool': 'surface-to-air missiles'}","{'heading': '215', 'tool': 'surface - to - air missiles', 'target': 'green missile'}"
184,"{'heading': '205', 'target': 'red and white helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '205', 'tool': 'electromagnetic pulse', 'target': 'red and white helicopter'}"
185,"{'heading': '060', 'target': 'yellow, purple, and red helicopter', 'tool': 'EMP'}","{'heading': '060', 'tool': 'emp', 'target': 'yellow, purple, and red helicopter'}"
186,"{'heading': '290', 'target': 'white light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '290', 'tool': 'electromagnetic pulse', 'target': 'white light aircraft'}"
187,"{'heading': '240', 'target': 'green commercial aircraft', 'tool': 'EMP'}","{'heading': '240', 'tool': 'emp', 'target': 'green commercial aircraft'}"
188,"{'heading': '260', 'target': 'blue light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '260', 'tool': 'electromagnetic pulse', 'target': 'blue light aircraft'}"
189,"{'heading': '305', 'target': 'white cargo aircraft', 'tool': 'EMP'}","{'heading': '305', 'tool': 'emp', 'target': 'white cargo aircraft'}"
190,"{'heading': '310', 'target': 'white and silver drone', 'tool': 'drone catcher'}","{'heading': '310', 'tool': 'drone catcher', 'target': 'white and silver drone'}"
191,"{'heading': '120', 'target': 'black missile', 'tool': 'machine gun'}","{'heading': '120', 'tool': 'machine gun', 'target': 'black missile'}"
192,"{'heading': '110', 'target': 'brown, white, and green light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '110', 'tool': 'electromagnetic pulse', 'target': 'brown, white, and green light aircraft'}"
193,"{'heading': '175', 'target': 'purple, grey, and red drone', 'tool': 'electromagnetic pulse'}","{'heading': '175', 'tool': 'electromagnetic pulse', 'target': 'purple, grey, and red drone'}"
194,"{'heading': '030', 'target': 'silver, grey, and red drone', 'tool': 'anti-air artillery'}","{'heading': '030', 'tool': 'anti - air artillery', 'target': 'silver, grey, and red drone'}"
195,"{'heading': '195', 'target': 'purple light aircraft', 'tool': 'machine gun'}","{'heading': '195', 'tool': 'machine gun', 'target': 'purple light aircraft'}"
196,"{'heading': '195', 'target': 'red and blue helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '195', 'tool': 'surface - to - air missiles', 'target': 'red and blue helicopter'}"
197,"{'heading': '045', 'target': 'yellow, red, and black cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '045', 'tool': 'anti - air artillery', 'target': 'yellow, red, and black cargo aircraft'}"
198,"{'heading': '305', 'target': 'brown cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '305', 'tool': 'surface - to - air missiles', 'target': 'brown cargo aircraft'}"
199,"{'heading': '155', 'target': 'purple helicopter', 'tool': 'anti-air artillery'}","{'heading': '155', 'tool': 'anti - air artillery', 'target': 'purple helicopter'}"
200,"{'heading': '030', 'target': 'purple drone', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'electromagnetic pulse', 'target': 'purple drone'}"
201,"{'heading': '100', 'target': 'black and brown camouflage drone', 'tool': 'electromagnetic pulse'}","{'heading': '100', 'tool': 'electromagnetic pulse', 'target': 'black and brown camouflage drone'}"
202,"{'heading': '355', 'target': 'purple and white helicopter', 'tool': 'EMP'}","{'heading': '355', 'tool': 'emp', 'target': 'purple and white helicopter'}"
203,"{'heading': '245', 'target': 'black, red, and purple missile', 'tool': 'surface-to-air missiles'}","{'heading': '245', 'tool': 'surface - to - air missiles', 'target': 'black, red, and purple missile'}"
204,"{'heading': '130', 'target': 'yellow missile', 'tool': 'anti-air artillery'}","{'heading': '130', 'tool': 'anti - air artillery', 'target': 'yellow missile'}"
205,"{'heading': '300', 'target': 'purple, yellow, and brown drone', 'tool': 'anti-air artillery'}","{'heading': '300', 'tool': 'anti - air artillery', 'target': 'purple, yellow, and brown drone'}"
206,"{'heading': '175', 'target': 'orange commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '175', 'tool': 'interceptor jets', 'target': 'orange commercial aircraft'}"
207,"{'heading': '340', 'target': 'silver drone', 'tool': 'anti-air artillery'}","{'heading': '340', 'tool': 'anti - air artillery', 'target': 'silver drone'}"
208,"{'heading': '340', 'target': 'purple and orange cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '340', 'tool': 'anti - air artillery', 'target': 'purple and orange cargo aircraft'}"
209,"{'heading': '330', 'target': 'yellow and brown light aircraft', 'tool': 'EMP'}","{'heading': '330', 'tool': 'emp', 'target': 'yellow and brown light aircraft'}"
210,"{'heading': '035', 'target': 'white, yellow, and black helicopter', 'tool': 'EMP'}","{'heading': '035', 'tool': 'emp', 'target': 'white, yellow, and black helicopter'}"
211,"{'heading': '325', 'target': 'blue fighter jet', 'tool': 'machine gun'}","{'heading': '325', 'tool': 'machine gun', 'target': 'blue fighter jet'}"
212,"{'heading': '135', 'target': 'blue, purple, and grey drone', 'tool': 'surface-to-air missiles'}","{'heading': '135', 'tool': 'surface - to - air missiles', 'target': 'blue, purple, and grey drone'}"
213,"{'heading': '155', 'target': 'purple, yellow, and blue fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '155', 'tool': 'electromagnetic pulse', 'target': 'purple, yellow, and blue fighter plane'}"
214,"{'heading': '080', 'target': 'orange and red light aircraft', 'tool': 'machine gun'}","{'heading': '080', 'tool': 'machine gun', 'target': 'orange and red light aircraft'}"
215,"{'heading': '215', 'target': 'orange, white, and brown fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '215', 'tool': 'surface - to - air missiles', 'target': 'orange, white, and brown fighter plane'}"
216,"{'heading': '100', 'target': 'yellow light aircraft', 'tool': 'machine gun'}","{'heading': '100', 'tool': 'machine gun', 'target': 'yellow light aircraft'}"
217,"{'heading': '330', 'target': 'green and silver light aircraft', 'tool': 'machine gun'}","{'heading': '330', 'tool': 'machine gun', 'target': 'green and silver light aircraft'}"
218,"{'heading': '185', 'target': 'grey and yellow helicopter', 'tool': 'machine gun'}","{'heading': '185', 'tool': 'machine gun', 'target': 'grey and yellow helicopter'}"
219,"{'heading': '315', 'target': 'brown and grey commercial aircraft', 'tool': 'EMP'}","{'heading': '315', 'tool': 'emp', 'target': 'brown and grey commercial aircraft'}"
220,"{'heading': '265', 'target': 'yellow and green helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'surface - to - air missiles', 'target': 'yellow and green helicopter'}"
221,"{'heading': '015', 'target': 'white drone', 'tool': 'anti-air artillery'}","{'heading': '015', 'tool': 'anti - air artillery', 'target': 'white drone'}"
222,"{'heading': '285', 'target': 'orange and white helicopter', 'tool': 'anti-air artillery'}","{'heading': '285', 'tool': 'anti - air artillery', 'target': 'orange and white helicopter'}"
223,"{'heading': '090', 'target': 'brown, black, and orange helicopter', 'tool': 'EMP'}","{'heading': '090', 'tool': 'emp', 'target': 'brown, black, and orange helicopter'}"
224,"{'heading': '325', 'target': 'grey and white commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '325', 'tool': 'interceptor jets', 'target': 'grey and white commercial aircraft'}"
225,"{'heading': '215', 'target': 'black fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '215', 'tool': 'electromagnetic pulse', 'target': 'black fighter plane'}"
226,"{'heading': '305', 'target': 'white and green commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '305', 'tool': 'electromagnetic pulse', 'target': 'white and green commercial aircraft'}"
227,"{'heading': '285', 'target': 'grey, red, and green light aircraft', 'tool': 'machine gun'}","{'heading': '285', 'tool': 'machine gun', 'target': 'grey, red, and green light aircraft'}"
228,"{'heading': '135', 'target': 'yellow and red light aircraft', 'tool': 'anti-air artillery'}","{'heading': '135', 'tool': 'anti - air artillery', 'target': 'yellow and red light aircraft'}"
229,"{'heading': '070', 'target': 'white, red, and green missile', 'tool': 'electromagnetic pulse'}","{'heading': '070', 'tool': 'electromagnetic pulse', 'target': 'white, red, and green missile'}"
230,"{'heading': '275', 'target': 'red and yellow missile', 'tool': 'surface-to-air missiles'}","{'heading': '275', 'tool': 'surface - to - air missiles', 'target': 'red and yellow missile'}"
231,"{'heading': '170', 'target': 'silver commercial aircraft', 'tool': 'EMP'}","{'heading': '170', 'tool': 'emp', 'target': 'silver commercial aircraft'}"
232,"{'heading': '350', 'target': 'red helicopter', 'tool': 'EMP'}","{'heading': '350', 'tool': 'emp', 'target': 'red helicopter'}"
233,"{'heading': '305', 'target': 'orange missile', 'tool': 'electromagnetic pulse'}","{'heading': '305', 'tool': 'electromagnetic pulse', 'target': 'orange missile'}"
234,"{'heading': '180', 'target': 'black and brown camouflage fighter jet', 'tool': 'anti-air artillery'}","{'heading': '180', 'tool': 'anti - air artillery', 'target': 'black and brown camouflage fighter jet'}"
235,"{'heading': '085', 'target': 'orange, black, and white commercial aircraft', 'tool': 'EMP'}","{'heading': '085', 'tool': 'emp', 'target': 'orange, black, and white commercial aircraft'}"
236,"{'heading': '325', 'target': 'purple and white fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '325', 'tool': 'electromagnetic pulse', 'target': 'purple and white fighter jet'}"
237,"{'heading': '280', 'target': 'purple and orange drone', 'tool': 'machine gun'}","{'heading': '280', 'tool': 'machine gun', 'target': 'purple and orange drone'}"
238,"{'heading': '220', 'target': 'grey missile', 'tool': 'surface-to-air missiles'}","{'heading': '220', 'tool': 'surface - to - air missiles', 'target': 'grey missile'}"
239,"{'heading': '220', 'target': 'orange light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '220', 'tool': 'electromagnetic pulse', 'target': 'orange light aircraft'}"
240,"{'heading': '265', 'target': 'white, purple, and red helicopter', 'tool': 'anti-air artillery'}","{'heading': '265', 'tool': 'anti - air artillery', 'target': 'white, purple, and red helicopter'}"
241,"{'heading': '280', 'target': 'blue camouflage fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '280', 'tool': 'electromagnetic pulse', 'target': 'blue camouflage fighter plane'}"
242,"{'heading': '335', 'target': 'red fighter jet', 'tool': 'anti-air artillery'}","{'heading': '335', 'tool': 'anti - air artillery', 'target': 'red fighter jet'}"
243,"{'heading': '050', 'target': 'white light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '050', 'tool': 'electromagnetic pulse', 'target': 'white light aircraft'}"
244,"{'heading': '360', 'target': 'green drone', 'tool': 'electromagnetic pulse'}","{'heading': '360', 'tool': 'electromagnetic pulse', 'target': 'green drone'}"
245,"{'heading': '085', 'target': 'black, silver, and red commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '085', 'tool': 'electromagnetic pulse', 'target': 'black, silver, and red commercial aircraft'}"
