key,transcript,prediction
162,"Control tower to turrets, deploy drone catcher on blue drone at heading zero niner five.", Control tower to turrets. Deploy drone catcher on blue drone and heading 0-9-5.
163,"Control tower to turrets, heading zero seven five, deploy electromagnetic pulse on brown and green missile."," Control Tower to direct heading 075, deploy electromagnetic pulse on brown and green missile."
164,"Engage target, white fighter jet, at heading zero four five, deploy EMP.", Engage not a good white fight budget at heading 0.45 to ProEMP.
165,"Control tower to turrets, target the silver and black camouflage drone at heading zero four zero. Deploy electromagnetic pulse.", Control tower to turrets target the silver and black camouflage drone at heading 040. Deploy electromagnetic pulse.
166,"Control tower to turrets, engage yellow fighter plane at heading three three five with machine gun. I repeat, engage yellow fighter plane at heading three three five with machine gun.", Control tower to turret engage yellow fighter plane at heading 335 with machine gun. I repeat engage yellow fighter plane at heading 335 with machine gun.
167,"Control to all air defense turrets, deploy anti-air artillery to heading one five zero and engage the target, a purple drone. Repeat, engage the purple drone at heading one five zero with anti-air artillery. Over."," Control to all air defense studies. If you only idea an activity to heading one side zero and engage the target, a football drill. If you engage the football drill and setting one side zero with any air activity, move on."
168,"Turret, adjust heading to two two zero. Prepare to deploy surface-to-air missiles on a white and grey cargo aircraft."," started at just heading to 220, prepared to deploy surface to air missiles on a white and grey cargo aircraft."
169,"Activate EMP, target brown drone at heading two six five.", activate E&B target round zone at heading 26th.
170,"Control transmitting, target at heading two two zero, engage with machine gun, white, grey, and purple helicopter. Over.", Control-trans feeding target at heading to zero engage with machine gun wide-grade and purple helicopter over
171,"Deploy surface-to-air missiles, heading two one zero, engage black missile.", Deployed surface the air missiles heading 2-1-0 engage Black Missile.
172,"Set coordinates to two niner zero, prepare anti-air artillery for deployment. Target the orange, brown, and silver drone. Engage when ready."," Head coordinates two 9 or 0, prepare and here are killer report, deploys, target, devil reach brown and silver drone engage when raised."
173,"Tower to turrets, deploy anti-air artillery. Target the black helicopter, heading one niner five. Engage and eliminate."," Tower to storage, deploy and air artillery, target the black helicopter heading 1-i-n-5. Engage and eliminate."
174,"Control tower to air defense turrets, deploy surface-to-air missiles. Heading two three zero. Target is a blue, silver, and brown helicopter."," Control power to air defense current. Deploys up as the air missile heading to a three-wheel. Target is a blue, silver and brown helicopter."
175,"Control to turrets, we have an orange light aircraft at heading zero four five. Deploy anti-air artillery to intercept the target. Repeat, deploy anti-air artillery to intercept the target. Over.", Control to Toreks. We have an orange light aircraft at heading 045. Deploy anti-air artillery to intercept the target. Repeat. Deploy anti-air artillery to intercept the target.
176,"Engage, blue and red cargo aircraft, zero four zero, deploy surface-to-air missiles."," Engage, to a red cargo aircraft, 040, deploy surface to air, missiles."
177,Deploy EMP on red and white camouflage helicopter heading one niner zero.," Before E&P on red and white camouflage, 4th half of her heading 1-9 or 0."
178,"Engage target, green, white, and red helicopter at heading one six zero with surface-to-air missiles."," Can you target green, white and red helicopter, any more energy room ahead of the air expansion?"
179,"Turret Golf, deploy electromagnetic pulse on grey and orange fighter jet, heading one four five."," Start at course, deploy electromagnetic pulse on grey and orange fighter jet, heading 145."
180,"Control to turrets, prepare to deploy surface-to-air missiles on heading one one five. Target is a white, orange, and grey fighter jet. Engage at will. Over.", Control to touch the pair to deploy surface to end the size on heading one one size. Target is a white orange and grey side eject. Engage it will over.
181,Engage brown commercial aircraft at heading zero two zero with anti-air artillery., Engage Brown Commercial Aircraft at heading 0 to 0 with anti-air artillery.
182,"Turret Charlie, engage the EMP, heading one six zero, target brown, blue, and red light aircraft. Ready to fire."," Turret Charlie. He gave the E&P, had a 160 target ground, loose and red light aircraft. Ready to fire."
183,"Turret Foxtrot, surface-to-air missiles, target the green missile at heading two one five. Engage."," Tear it for short, surface to air missiles, target the green missile at heading 2-1 size and gauge."
184,"Control tower to turrets, engage target heading two zero five. Red and white helicopter in sight. Deploy electromagnetic pulse.", Control tower to turret engage target heading 205. Red and white helicopter in sight. Deploy electromagnetic pulse.
185,"Control tower to turrets, deploy EMP, heading zero six zero, target is yellow, purple, and red helicopter."," Control tower to turrets, deploy EMP, heading 060, target is yellow, purple and red helicopter."
186,Fire electromagnetic pulse at heading two niner zero to neutralize white light aircraft.," fire electromagnetic pulse, and heading 290 to neutralize white light aircraft."
187,"Deploy EMP, target green commercial aircraft heading two four zero.", Deploy EMP target green commercial aircraft heading 240.
188,Fire electromagnetic pulse at heading two six zero to intercept blue light aircraft., fire electromagnetic pulse at heading through shake zero to intercept blue light aircraft.
189,"Turret Echo, heading three zero five, deploy EMP on white cargo aircraft."," Turn it echo, heading 305 to flow EMP on white cargo aircraft."
190,"Air Defense Turret, prepare to engage a white and silver drone at heading three one zero using a drone catcher. Target locked, fire at will."," Earth is an iterative. Prepare to engage a white and silver drone and heading 3-1-0 using a drone catcher. Target knock, fire and glue."
191,"Control to turrets, heading one two zero, deploy the machine gun on target black missile. Engage and neutralize the threat. Over."," Control to tell us, having 1 to 0, deploy the machine gun on target black missiles. Engage and utilize the threat. Over."
